dep_delay,arr_delay
-1.2141185058945752,0.0
-0.30779485023115594,-1.3439490445859872
-0.5530883924992206,-6.051857749469215
0.025537340727585435,-8.188254473764028
0.3686766958427693,-6.5793852997674644
0.753897464884726,-5.773351003207691
0.8650345275743364,-5.656709276215645
1.2805621528153373,-5.321262946183328
1.476774879402268,-5.4708511164218505
1.6162793770277846,-5.567722723136736
1.9733001415864846,-5.0757532099888785
2.793746840562127,-4.543371614231487
2.2714740673339398,-4.533818799742366
2.4736012306872177,-5.123541444401317
3.4161952785360428,-5.124722261107611
4.9096501870387215,-3.5734695682944086
4.660461486496518,-3.2771850672328378
3.4125197608477866,-2.4775021599066185
4.368065665756749,-1.9096678798908098
6.492215374858687,-1.5258954421374802
5.340530532807603,-1.9306781417450207
6.390527832924329,-2.0746567127140376
5.73222086445672,1.0461072278747434
5.969091488836711,0.2046520712125806
6.399329050284464,-1.0039404509149732
5.539399086769356,1.6728183794266593
6.820302269126736,2.244100697603882
5.466725374766776,1.055735913060754
6.170268196064374,1.5502557995790478
7.443310192991721,2.21510096414555
8.042205034880194,0.8186689725702465
7.090841191716987,0.019430101038381054
3.4703897482559896,0.7471299666363359
1.5238272166616116,0.4148847437063997
0.0,1.9757241431604489
0.0,2.5335026792033157
-0.6605120119497114,0.0
-0.7144188346265022,-1.266773162939297
-0.3765144865783843,-4.8024494142705
-0.145419749965418,-7.241089811856584
0.2157140028945141,-7.840763983974846
0.32267091268688713,-5.748928467698436
0.46563261020130037,-5.806661655703189
1.0553347988956896,-6.3739497190775145
0.8021902041870093,-6.354081647851616
0.8293632175421315,-5.223261314475372
0.6053498567147318,-5.226983204938476
1.5121697347735688,-5.628583645676297
1.95141868248897,-5.718180435113342
1.9239236269587707,-5.085141234342512
2.4448526801561945,-7.090094117809772
2.8935414159855055,-5.578753532587397
2.306539378264618,-5.585936844483171
2.6179242216782157,-4.493744611795729
2.6443633044272024,-4.172179116588063
3.2673614280643037,-3.9295508626978277
3.367243379623572,-3.63983214158933
3.496271209318569,-4.693668427773859
3.9309754320936428,-3.8025514155705844
4.075565790262276,-2.5888216948121108
5.014262893655865,-3.659773568639383
4.269657366063117,-2.962899994928749
3.285888250904225,-1.8370055219895471
5.556855990122763,-2.043213859268172
3.23349054211674,-2.8200000035463293
2.7048930657556856,-1.4413864800446272
3.355324813631523,-1.5683376350309257
0.6823571175008875,-2.0252053856686447
0.6729803742583296,-0.9659402099497945
0.21405750798722045,-2.29591637506973
0.0,-1.6494408945686905
0.0,-0.23365282215122488
-1.0701592632033339,0.0
-0.8717383787671329,-2.0543130990415337
-0.6717743651449722,-3.25346112886049
-0.4029189081293949,-7.127844971854556
-0.42353178519782536,-7.718933515898373
-0.8006818475433397,-7.3559592076365234
-0.17105506888442432,-6.750186084770749
-0.23287677001734516,-7.4960529131855
0.20858978507521025,-6.5386144694850765
0.8642085576308467,-6.848954347037414
0.998584833070832,-6.670029225300791
1.9144450154034818,-6.517948363315775
1.9424407239902446,-6.584146577597057
1.7114454679151165,-6.315647806222886
