arr,dep
6.0,9.428571428571429
-8.0,30.0
5.5,0.0
-8.0,0.0
0.0,-5.75
0.0,-3.5714285714285716
1.0,14.0
-12.0,-3.0
-7.0,5.0
3.3333333333333335,4.666666666666667
-2.1666666666666665,0.3333333333333333
-5.0,5.0
-14.8,1.6666666666666667
7.0,10.5
