arr,dep
1.1666666666666667,9.75
-10.428571428571429,7.0
-5.5,2.375
2.8333333333333335,-4.5
-6.4,2.0
12.5,0.0
-11.0,0.0
-9.0,0.0
-3.0,0.0
-18.5,0.0
0.0,-3.5
0.0,4.0
0.0,-5.25
-20.0,3.0
-9.833333333333334,-1.125
-2.1666666666666665,0.0
-9.0,-1.5
-3.0,2.5714285714285716
-7.2,-4.8
3.142857142857143,5.0
-15.75,-4.25
9.0,-5.0
-7.5,-3.6666666666666665
-8.2,8.0
-15.0,3.4
-15.333333333333334,-2.4
-6.0,0.3333333333333333
-10.25,12.2
13.0,-3.0
-8.0,9.2
-10.666666666666666,3.8333333333333335
14.4,-3.6666666666666665
1.0,12.75
5.333333333333333,4.75
-2.2,0.5
1.4285714285714286,2.375
-3.8,3.6
-5.333333333333333,7.666666666666667
19.0,0.25
7.166666666666667,-5.0
-8.166666666666666,13.5
-8.5,0.0
-3.0,0.0
-10.428571428571429,0.0
-8.0,0.0
-4.0,0.0
0.0,3.2
0.0,-1.7142857142857142
0.0,9.0
-30.0,-2.5714285714285716
-1.1666666666666667,0.375
0.16666666666666666,0.0
7.571428571428571,-3.1666666666666665
-6.0,0.8571428571428571
-4.4,0.4
2.4285714285714284,-6.0
-9.5,6.0
0.5,-6.0
-1.0,0.5
-6.0,5.666666666666667
-13.0,19.25
-15.0,3.0
-14.0,-1.6666666666666667
13.0,-3.0
11.25,-0.3333333333333333
9.166666666666666,3.4
-17.666666666666668,7.166666666666667
5.4,-3.0
-16.0,3.75
-1.3333333333333333,0.4
1.8,-4.5
3.8333333333333335,-2.0
4.333333333333333,12.2
-4.285714285714286,4.666666666666667
6.25,0.25
3.1666666666666665,-6.0
-3.1666666666666665,-3.0
-8.0,0.0
-10.0,0.0
-2.2857142857142856,0.0
-14.5,0.0
-22.0,0.0
0.0,-2.3333333333333335
0.0,-3.0
0.0,-0.6
-16.0,6.75
0.75,9.4
6.333333333333333,-3.2857142857142856
-1.6,12.75
0.0,-10.0
12.428571428571429,-2.3333333333333335
2.7142857142857144,2.5
-1.4,-3.625
0.0,-1.0
0.0,-3.5
-2.6666666666666665,-7.0
-11.0,-6.4
-1.6666666666666667,-2.5
-12.8,-3.3333333333333335
-14.2,-7.5
-9.666666666666666,-5.666666666666667
-9.666666666666666,-3.25
-7.5,2.0
-3.75,-9.25
-11.0,8.25
-8.5,-11.0
-3.2,-5.8
3.6,0.0
-4.75,-2.0
-7.5,0.0
24.0,-6.5
-7.0,0.0
-25.0,0.0
-12.0,0.0
7.0,0.0
-15.0,0.0
0.0,0.0
-28.0,0.0
0.0,-4.5
0.0,-4.5
0.0,-3.3333333333333335
0.0,-4.25
-12.333333333333334,-5.142857142857143
-18.0,-1.0
-17.75,-5.166666666666667
-17.0,-6.5
-6.0,-4.5
-11.666666666666666,-1.7142857142857142
0.0,1.3333333333333333
-15.0,16.5
-11.666666666666666,-3.888888888888889
-6.25,-8.0
-8.5,3.0
-3.3333333333333335,-1.3333333333333333
-2.4,-2.5
-11.142857142857142,2.6666666666666665
-20.333333333333332,-3.4
-1.25,-4.333333333333333
-10.5,2.25
-0.6666666666666666,-1.4285714285714286
-4.5,-6.0
-0.25,-4.5
-8.333333333333334,-1.0
-13.4,0.0
0.75,-4.0
-17.8,0.0
12.5,-2.5
-15.0,-4.0
-9.75,-4.5
-10.0,0.0
-11.5,0.0
30.0,0.0
-12.0,0.0
-14.0,0.0
0.0,-6.5
0.0,3.7142857142857144
0.0,-1.75
-24.0,-2.0
-14.166666666666666,-4.625
-5.5,0.0
-10.0,4.666666666666667
-8.0,2.5714285714285716
-14.4,-4.0
-6.428571428571429,0.3333333333333333
-11.5,-3.25
3.5,19.0
0.3333333333333333,0.0
-5.4,3.6666666666666665
-1.0,4.8
-3.3333333333333335,5.0
1.6666666666666667,2.0
-13.0,-0.8
5.0,3.0
-9.5,-1.0
-9.5,-4.5
-2.8,-5.333333333333333
3.0,0.3333333333333333
4.0,4.2
-3.8,-8.0
-5.833333333333333,-5.25
4.666666666666667,-5.0
-15.333333333333334,18.666666666666668
-0.5,19.428571428571427
-2.5,11.0
-17.166666666666668,14.5
-16.0,0.0
9.5,0.0
8.571428571428571,0.0
30.0,0.0
13.5,0.0
0.0,-1.6
0.0,-6.285714285714286
0.0,-1.5
-18.0,-4.571428571428571
-10.833333333333334,-0.7142857142857143
-14.333333333333334,0.0
-11.714285714285714,-2.5
-10.428571428571429,2.75
-10.4,1.6
-7.5,-0.6666666666666666
-6.25,-3.25
6.75,-5.0
-6.428571428571429,3.3333333333333335
0.0,-1.3333333333333333
-19.0,4.25
0.3333333333333333,-2.0
-5.666666666666667,4.666666666666667
-7.0,-0.2
2.75,5.666666666666667
-4.5,9.25
-19.333333333333332,1.6666666666666667
2.4,-4.6
-15.0,2.75
8.5,2.0
6.2,2.0
-3.142857142857143,-1.25
2.0,2.0
-11.666666666666666,12.666666666666666
-2.5,12.25
-4.166666666666667,-7.0
-7.2,-5.0
4.0,0.0
7.0,0.0
15.142857142857142,0.0
6.0,0.0
-22.0,0.0
0.0,-1.9
0.0,-3.0
0.0,-5.25
-17.0,-3.5714285714285716
-6.333333333333333,-5.0
-1.3333333333333333,0.0
-5.285714285714286,1.1666666666666667
-7.0,-2.0
0.0,-0.6
-3.6666666666666665,4.666666666666667
0.3333333333333333,10.25
9.5,11.5
-0.8571428571428571,-5.0
-1.8,11.666666666666666
6.5,-1.6
-13.5,4.6
1.0,-4.666666666666667
-4.0,8.0
5.0,12.666666666666666
-2.5,3.4
2.3333333333333335,0.16666666666666666
8.8,6.5
21.0,7.0
-0.6666666666666666,-3.2
-6.6,-1.0
2.5,5.125
4.5,10.0
-3.6666666666666665,8.5
14.0,2.857142857142857
8.666666666666666,-7.0
-2.0,18.0
0.0,0.0
-13.5,0.0
-9.5,0.0
3.0,0.0
30.0,0.0
0.0,-2.2222222222222223
0.0,-4.0
0.0,-5.25
-22.0,-5.142857142857143
-8.833333333333334,-3.0
2.0,0.0
-5.5,0.8
-0.16666666666666666,-1.8571428571428572
-3.6,-4.0
-5.285714285714286,6.0
-3.75,6.0
-6.0,16.0
0.2,-2.0
-4.0,6.333333333333333
1.0,-1.2
24.0,-3.2
7.0,-4.0
-2.6666666666666665,6.4
3.4,7.666666666666667
-15.333333333333334,13.333333333333334
0.0,8.166666666666666
8.4,3.3333333333333335
2.0,-1.75
-2.3333333333333335,5.5
-3.4,-4.0
9.2,3.875
1.6,9.2
-1.3333333333333333,21.5
3.5,5.142857142857143
1.8333333333333333,-8.5
-9.0,16.5
11.0,0.0
-3.0,0.0
-1.3333333333333333,0.0
-6.5,0.0
18.0,0.0
0.0,-3.0
0.0,-2.142857142857143
0.0,-2.25
-9.0,-4.285714285714286
-15.333333333333334,-0.375
-14.5,0.0
-4.714285714285714,8.0
-7.714285714285714,-1.0
-9.0,-3.6
-5.142857142857143,0.5
-10.25,2.0
-2.25,-7.0
-2.5,-1.5
-14.6,2.3333333333333335
-4.0,-1.5
-12.0,-1.2
-6.0,-1.0
0.3333333333333333,7.6
-3.25,9.0
-14.333333333333334,8.0
-16.0,7.333333333333333
3.2,-0.3333333333333333
-5.0,-6.25
-4.666666666666667,10.0
0.2,0.0
-1.0,7.875
-3.3333333333333335,11.2
2.6666666666666665,26.0
2.0,7.5
2.0,4.0
-9.666666666666666,4.0
-15.0,0.0
10.5,0.0
2.5714285714285716,0.0
-6.5,0.0
16.5,0.0
0.0,-1.3333333333333333
0.0,-5.0
0.0,-1.4
-36.0,-3.5
-22.75,-3.0
-12.0,2.2857142857142856
-11.4,5.25
0.0,-7.0
-8.285714285714286,-2.3333333333333335
-16.875,0.0
-13.2,-0.75
-7.5,-3.6
0.0,-4.0
-7.333333333333333,-6.0
-12.333333333333334,-1.4
-15.166666666666666,6.5
-12.8,-4.0
-7.2,-2.5
-7.0,-2.6666666666666665
-11.0,-5.25
-4.5,-5.222222222222222
-12.75,-4.333333333333333
-16.0,-3.8
-15.25,5.0
-13.8,-2.6
-4.666666666666667,0.0
-7.333333333333333,12.5
-23.0,0.0
-10.0,11.5
1.5,0.0
-17.0,0.0
-4.0,0.0
-11.0,0.0
-14.0,0.0
0.0,0.0
30.0,0.0
0.0,-4.75
0.0,-4.0
0.0,-5.5
0.0,-4.75
-11.75,-4.4
-9.0,-5.0
-17.0,-7.0
-8.0,10.5
-16.2,-4.666666666666667
-18.6,-3.6666666666666665
-16.75,1.3333333333333333
-15.5,-0.75
-8.857142857142858,6.285714285714286
-6.4,-9.0
2.0,-6.2
-6.666666666666667,10.666666666666666
-3.3333333333333335,-5.0
-2.5,-2.6
-2.0,-3.2
-4.4,5.5
5.5,-4.5
-3.0,-0.42857142857142855
-0.6666666666666666,-4.666666666666667
-7.5,-6.5
-7.333333333333333,-4.0
4.25,-4.0
-5.75,-1.8333333333333333
-4.666666666666667,0.75
-14.0,5.333333333333333
-10.0,-8.0
-3.0,-6.0
-6.0,-2.5
-3.2,0.0
-9.0,0.0
-15.5,0.0
-7.6,0.0
0.0,-5.2
0.0,-4.833333333333333
0.0,5.5
-27.0,-1.1428571428571428
-14.5,-0.5
-13.833333333333334,0.0
-6.857142857142857,1.1666666666666667
-3.1666666666666665,-4.0
-15.2,-6.666666666666667
-2.2857142857142856,4.0
-15.0,3.25
-11.5,-7.5
-7.666666666666667,-1.5
-13.0,-5.333333333333333
-15.0,-5.25
-14.5,-2.8
-14.5,-4.666666666666667
4.666666666666667,1.8
-11.75,-2.3333333333333335
-13.0,13.5
-14.0,8.5
-1.4,6.5
12.0,-0.5
-5.0,-3.8
-1.2,30.0
12.0,-3.375
5.5,-5.5
-2.1666666666666665,1.3333333333333333
-8.4,10.75
-7.333333333333333,-3.5
-1.3333333333333333,-5.0
30.0,0.0
-14.5,0.0
7.714285714285714,0.0
-6.5,0.0
7.0,0.0
0.0,-3.4444444444444446
0.0,-2.6666666666666665
0.0,3.0
-26.0,-3.2857142857142856
-4.5,-5.428571428571429
-14.333333333333334,-3.0
-9.0,-3.3333333333333335
-11.857142857142858,-3.375
-14.6,-6.2
-17.0,-6.0
-15.25,-4.666666666666667
-12.0,-4.5
-10.5,-5.666666666666667
-14.833333333333334,-5.666666666666667
-13.5,3.5
-7.0,3.0
-25.0,0.3333333333333333
-18.5,5.8
-8.5,2.0
-12.2,0.75
-14.0,-0.5
2.8,1.0
-4.0,1.0
0.0,2.25
-10.8,-8.0
-13.142857142857142,-4.166666666666667
0.0,3.5
-13.75,-7.0
-19.6,-8.0
-13.0,-6.0
-3.6,-2.0
-18.0,0.0
-3.0,0.0
-16.6,0.0
0.0,0.0
-26.0,0.0
0.0,-4.9
0.0,0.7142857142857143
0.0,-1.0
2.0,-3.7142857142857144
-11.166666666666666,-1.2857142857142858
-19.5,0.0
-11.428571428571429,2.8333333333333335
-11.428571428571429,-0.5
-7.6,-4.4
-19.333333333333332,-3.6666666666666665
-15.0,-4.25
-5.75,13.0
-2.4285714285714284,-2.0
-13.0,18.0
-7.0,6.2
1.75,-2.6
11.5,-4.0
-13.75,2.6
3.5,0.3333333333333333
-12.5,26.6
-10.666666666666666,-0.5
-4.6,5.0
-24.0,-2.0
2.3333333333333335,7.2
3.0,-1.5
16.0,13.25
5.0,4.0
2.1666666666666665,4.0
-11.2,0.375
-5.5,-6.0
0.0,13.0
-8.5,0.0
-10.5,0.0
-6.714285714285714,0.0
-12.0,0.0
6.0,0.0
0.0,1.3
0.0,0.0
0.0,-4.5
-8.0,3.2857142857142856
-7.166666666666667,-4.5
-14.571428571428571,0.0
3.142857142857143,3.0
1.2857142857142858,0.5714285714285714
-14.0,2.1666666666666665
-15.166666666666666,-1.5
-6.5,-2.3333333333333335
-12.75,-3.0
7.333333333333333,2.6666666666666665
-10.2,7.0
11.0,1.4
-2.0,5.8
9.0,13.5
-24.333333333333332,3.6
-6.8,6.75
-19.0,5.0
9.333333333333334,4.0
-0.5,-3.1666666666666665
-19.0,7.0
-8.666666666666666,9.0
-2.3333333333333335,7.0
-6.833333333333333,11.5
2.75,1.8333333333333333
-4.8,11.0
4.0,7.857142857142857
6.833333333333333,0.0
-5.285714285714286,1.5
-7.0,0.0
-4.0,0.0
2.3333333333333335,0.0
-7.333333333333333,0.0
5.0,0.0
0.0,1.8
0.0,4.833333333333333
0.0,-2.0
-32.0,-3.375
-13.833333333333334,-4.428571428571429
-8.5,0.0
-5.285714285714286,9.666666666666666
-5.75,1.4285714285714286
-19.333333333333332,-2.5
-17.8,8.666666666666666
-4.75,-2.3333333333333335
-6.0,-0.5
-0.3333333333333333,9.5
-12.0,4.666666666666667
-10.0,-3.4
-9.0,-1.0
-1.3333333333333333,-1.5
1.5,1.6
-10.8,6.75
-15.4,-1.5
-7.5,8.0
-4.0,5.166666666666667
0.0,-0.25
-19.0,13.166666666666666
-4.4,-1.0
5.0,-2.0
12.2,1.5
-12.6,17.333333333333332
0.3333333333333333,11.0
-2.0,-1.0
-1.6666666666666667,3.0
-11.0,0.0
1.6666666666666667,0.0
1.6666666666666667,0.0
2.3333333333333335,0.0
3.0,0.0
0.0,-4.0
0.0,-5.5
0.0,1.75
-25.0,1.8
-21.4,6.75
-19.75,0.2857142857142857
-13.4,5.0
-15.5,-2.5
-20.833333333333332,4.5
-11.833333333333334,14.666666666666666
-9.8,7.0
7.75,-0.16666666666666666
-34.0,5.0
-12.666666666666666,-5.0
3.3333333333333335,12.0
1.0,28.5
-9.0,13.0
2.25,-2.0
-5.75,5.25
-1.6666666666666667,-3.0
5.333333333333333,5.375
12.0,0.2
0.6666666666666666,14.6
-16.75,-0.5
-10.0,10.666666666666666
-12.0,0.0
1.8,11.0
30.0,29.0
-23.0,-5.0
2.0,0.0
-10.5,0.0
12.0,0.0
29.0,0.0
-6.0,0.0
24.0,0.0
0.0,0.0
0.0,-2.5
0.0,-3.0
0.0,0.0
0.0,-4.0
-14.6,-0.8
-4.0,-4.0
-11.75,2.857142857142857
2.0,-5.0
-11.333333333333334,-4.0
-10.75,-4.857142857142857
-12.333333333333334,-3.6666666666666665
-17.666666666666668,-5.333333333333333
-3.6666666666666665,-2.142857142857143
-6.4,-6.0
-18.0,0.5
-13.25,-3.3333333333333335
-9.0,3.0
-8.142857142857142,3.0
0.0,2.3333333333333335
-8.666666666666666,-3.5
-10.0,-2.5
-2.0,0.14285714285714285
-7.75,-10.0
-16.0,6.333333333333333
-6.666666666666667,1.0
-12.5,-4.0
-3.6666666666666665,-2.1666666666666665
0.0,-4.375
-8.0,-2.6666666666666665
-14.75,-6.0
-6.285714285714286,4.0
-11.5,-4.5
-14.333333333333334,0.0
-18.0,0.0
-14.333333333333334,0.0
-2.6666666666666665,0.0
0.0,-2.2222222222222223
0.0,-3.0
0.0,-2.75
-24.0,4.0
1.1428571428571428,0.5714285714285714
-13.2,0.0
-9.857142857142858,5.6
-1.625,-0.8571428571428571
-10.857142857142858,7.166666666666667
0.2,3.3333333333333335
-5.666666666666667,-4.666666666666667
-1.0,-7.5
-6.833333333333333,0.0
-3.25,7.0
-17.0,0.25
4.6,0.0
8.0,-1.0
-11.0,12.0
-7.0,4.25
-16.0,6.0
-6.5,4.666666666666667
7.333333333333333,0.3333333333333333
4.333333333333333,-3.0
-16.0,12.166666666666666
0.0,-4.5
0.0,-0.125
5.0,7.0
-10.6,5.333333333333333
3.5,3.2857142857142856
4.833333333333333,-2.0
-4.0,11.0
-6.333333333333333,0.0
-8.333333333333334,0.0
-6.333333333333333,0.0
-13.333333333333334,0.0
16.0,0.0
0.0,-1.3
0.0,-4.333333333333333
0.0,-5.25
-28.0,0.0
-23.833333333333332,0.2857142857142857
-3.1666666666666665,0.0
-7.571428571428571,-2.3333333333333335
-9.25,4.0
-12.166666666666666,-5.833333333333333
-15.0,-4.0
-9.0,-5.0
3.5,8.0
-5.166666666666667,-1.0
-19.25,-5.0
-12.0,7.0
-7.0,-3.25
-22.666666666666668,-4.5
-14.0,-5.8
-6.0,6.0
-0.8,-7.0
-19.5,-5.142857142857143
1.6666666666666667,-6.2
-11.666666666666666,-6.0
-12.0,2.0
-4.6,-4.0
-2.6666666666666665,-5.75
-1.25,-4.333333333333333
-11.0,-5.0
-12.25,0.14285714285714285
-13.0,-7.0
-17.833333333333332,-7.0
-10.0,0.0
-12.0,0.0
-11.5,0.0
-17.0,0.0
-11.0,0.0
0.0,2.2
0.0,-2.5
0.0,4.5
-16.0,-3.375
-10.428571428571429,-5.0
7.833333333333333,0.0
-3.142857142857143,-5.166666666666667
-11.0,2.857142857142857
-7.333333333333333,0.16666666666666666
-9.4,-5.666666666666667
-9.5,-1.0
0.0,12.0
0.16666666666666666,-2.0
-13.75,5.666666666666667
6.666666666666667,-0.25
-13.8,-1.0
6.5,-4.5
4.5,-3.8
-6.0,8.0
-9.4,8.333333333333334
-18.5,9.5
7.333333333333333,4.166666666666667
-8.333333333333334,2.5
5.666666666666667,0.8
1.1666666666666667,-2.5
7.8,-1.875
7.8,2.6666666666666665
-0.4,-4.666666666666667
-1.0,1.1428571428571428
-2.5,-6.5
-9.666666666666666,-3.5
-9.666666666666666,0.0
-17.0,0.0
-10.333333333333334,0.0
-15.666666666666666,0.0
-12.0,0.0
0.0,-3.1
0.0,-2.8333333333333335
0.0,-2.25
-22.0,-5.375
-17.0,-5.571428571428571
-2.8333333333333335,0.0
-7.857142857142857,0.6666666666666666
-8.625,-4.142857142857143
-10.0,-5.5
-16.0,-0.6666666666666666
-7.0,-3.3333333333333335
0.75,-4.5
-7.333333333333333,-8.0
-9.75,0.6666666666666666
-16.333333333333332,3.2
-9.75,-4.0
-4.333333333333333,6.0
-6.0,4.4
0.6,5.0
-3.6,0.0
-12.0,-1.0
16.333333333333332,0.8333333333333334
-18.666666666666668,5.5
-1.6666666666666667,4.4
-0.8333333333333334,-3.0
-0.3333333333333333,3.625
-3.75,4.0
-5.8,8.0
-8.2,2.0
9.833333333333334,11.5
-8.166666666666666,2.5
-7.333333333333333,0.0
-8.666666666666666,0.0
-8.833333333333334,0.0
-12.333333333333334,0.0
-4.0,0.0
0.0,0.0
0.0,-0.8333333333333334
0.0,1.25
-31.0,0.625
-11.571428571428571,9.857142857142858
-8.0,0.0
-3.142857142857143,-3.8333333333333335
-3.75,3.2857142857142856
-1.5,-4.5
5.6,-0.3333333333333333
-12.75,17.666666666666668
5.0,6.5
-5.5,-3.5
-2.75,17.0
-11.0,-3.8
3.0,0.5
6.0,1.5
0.5,2.6
2.0,-3.5
-3.2,0.3333333333333333
-8.0,-0.8333333333333334
7.333333333333333,-0.3333333333333333
-5.333333333333333,13.0
-12.666666666666666,-4.666666666666667
-2.2857142857142856,16.0
3.75,0.125
0.2,4.5
6.8,6.333333333333333
6.166666666666667,15.142857142857142
4.666666666666667,0.5
8.666666666666666,15.0
-13.666666666666666,0.0
11.0,0.0
9.0,0.0
8.333333333333334,0.0
-8.0,0.0
0.0,-2.0
0.0,-4.0
0.0,-4.5
-13.0,-6.0
-10.2,0.8
-2.5,-2.0
-11.6,-6.5
12.0,-8.0
-9.0,-0.5
-0.8333333333333334,-3.6666666666666665
-6.4,1.5
-8.5,-4.666666666666667
0.0,1.5
-5.666666666666667,-3.0
-4.333333333333333,-2.4
-8.285714285714286,-3.5
-11.25,-2.0
-5.75,-2.5
-12.0,-2.6666666666666665
7.666666666666667,8.0
-4.0,4.875
5.333333333333333,10.5
-5.666666666666667,1.8
3.25,20.5
-8.6,10.333333333333334
20.0,0.0
11.0,-6.666666666666667
0.0,30.0
13.333333333333334,-4.0
9.6,0.0
-8.0,0.0
-11.0,0.0
2.0,0.0
-15.0,0.0
22.0,0.0
0.0,0.0
0.0,-0.8333333333333334
0.0,-4.5
0.0,1.6666666666666667
0.0,-2.8
0.6,9.8
14.0,-5.0
6.25,-4.142857142857143
8.0,-5.0
4.833333333333333,-6.0
6.75,-0.42857142857142855
1.3333333333333333,-5.666666666666667
2.0,4.333333333333333
-4.666666666666667,0.8571428571428571
-9.5,15.0
-14.5,-0.6666666666666666
-4.0,-1.75
1.75,-5.0
-4.428571428571429,-2.5
5.0,7.333333333333333
-4.0,-3.5
-12.333333333333334,-1.5
4.666666666666667,0.3333333333333333
0.75,-2.6666666666666665
-1.75,20.666666666666668
-8.0,-4.333333333333333
7.333333333333333,-1.5
-9.0,2.0
-10.8,-3.5
-5.75,6.0
-2.75,-6.0
1.5,5.0
-16.666666666666668,-4.0
-0.6666666666666666,0.0
-7.0,0.0
-4.333333333333333,0.0
-7.0,0.0
0.0,-1.7
0.0,-4.333333333333333
0.0,5.0
-26.0,-4.0
-9.571428571428571,-4.125
-12.333333333333334,0.0
-11.857142857142858,-0.2
-10.0,1.0
-15.285714285714286,-5.166666666666667
-8.0,0.6666666666666666
-11.333333333333334,-4.666666666666667
1.5,-2.0
-7.666666666666667,-2.0
-6.75,-1.6666666666666667
-16.666666666666668,0.8
-13.2,5.5
-10.5,0.5
7.0,-2.4
-1.6,9.25
-7.0,10.666666666666666
-7.5,6.833333333333333
-1.0,-2.3333333333333335
3.3333333333333335,0.5
-7.333333333333333,2.0
4.833333333333333,1.0
2.2,-1.625
-1.6,-2.3333333333333335
-8.4,-3.3333333333333335
-5.833333333333333,-2.2857142857142856
0.3333333333333333,-6.5
-6.666666666666667,11.5
2.3333333333333335,0.0
-17.0,0.0
-12.833333333333334,0.0
-18.0,0.0
5.0,0.0
0.0,0.7
0.0,-4.166666666666667
0.0,-4.5
-30.0,-3.5
-10.857142857142858,-4.666666666666667
7.5,0.0
-10.571428571428571,2.0
-9.25,3.0
-4.833333333333333,-0.5
-4.75,-2.0
-7.75,-5.666666666666667
19.75,-6.0
-5.0,-3.0
-9.25,-1.3333333333333333
-14.0,-3.0
-9.75,-1.25
-17.666666666666668,-1.0
-3.6666666666666665,-2.8
-1.75,5.75
-6.2,-1.0
-13.0,3.857142857142857
16.0,8.4
-10.333333333333334,-0.25
5.75,7.75
1.8333333333333333,-5.5
2.4,0.25
12.25,3.1666666666666665
-7.0,11.5
7.0,9.5
13.0,-4.0
-5.0,30.0
-8.333333333333334,0.0
11.0,0.0
-3.5,0.0
16.5,0.0
0.5,0.0
0.0,-2.111111111111111
0.0,-8.666666666666666
0.0,4.0
-18.0,22.875
-5.285714285714286,18.428571428571427
3.0,0.0
-0.14285714285714285,13.666666666666666
14.625,24.285714285714285
8.5,12.666666666666666
18.8,26.333333333333332
22.5,1.0
20.5,-7.0
18.833333333333332,7.0
7.75,5.333333333333333
0.0,6.0
5.25,2.0
-4.0,3.0
12.0,19.6
-9.5,15.25
16.2,7.0
3.5,14.8
13.666666666666666,16.5
0.75,0.75
16.0,12.8
18.2,28.0
14.8,11.333333333333334
7.75,15.333333333333334
5.6,-5.0
13.75,9.0
17.166666666666668,14.5
16.333333333333332,12.5
20.666666666666668,0.0
4.0,0.0
8.166666666666666,0.0
-3.0,0.0
19.0,0.0
0.0,-2.0
0.0,7.333333333333333
0.0,-4.25
-26.0,-1.0
-11.857142857142858,17.428571428571427
0.5,0.0
-3.5714285714285716,-1.3333333333333333
8.0,-5.142857142857143
13.5,7.166666666666667
3.8,9.666666666666666
-18.75,1.3333333333333333
0.5,-5.0
-11.166666666666666,-6.333333333333333
3.5,21.0
-3.3333333333333335,-3.0
-7.4,3.8
11.5,3.5
12.666666666666666,2.0
0.25,19.333333333333332
-0.2,10.0
-1.5,11.833333333333334
9.333333333333334,-1.2
-3.25,1.25
17.0,12.0
-3.6666666666666665,13.5
14.4,9.555555555555555
0.75,4.0
-2.8,15.5
12.5,18.142857142857142
9.333333333333334,-1.0
0.3333333333333333,-7.0
6.666666666666667,0.0
-4.5,0.0
10.833333333333334,0.0
-1.0,0.0
-20.0,0.0
0.0,2.7
0.0,3.5
0.0,-1.25
-27.0,5.625
-11.714285714285714,2.7142857142857144
2.0,0.0
-2.7142857142857144,-1.5
0.125,-3.142857142857143
4.166666666666667,-0.3333333333333333
-3.4,-7.0
-13.25,3.6666666666666665
1.25,12.5
-7.666666666666667,6.0
-7.5,-1.6666666666666667
-0.3333333333333333,-2.75
-13.4,0.6666666666666666
-1.5,2.5
15.5,-1.0
-8.6,15.0
-8.5,-0.6666666666666666
-10.666666666666666,-1.3333333333333333
2.6666666666666665,4.4
1.5,1.25
-3.0,15.0
-1.1666666666666667,-4.0
3.6,-2.7777777777777777
1.0,-1.1666666666666667
-4.8,24.0
3.2,1.4285714285714286
4.0,-7.5
-4.666666666666667,-6.5
-9.0,0.0
-11.5,0.0
-6.833333333333333,0.0
-5.5,0.0
-12.0,0.0
0.0,-1.6666666666666667
0.0,14.5
0.0,-5.0
-17.0,-3.8
-9.0,-5.0
-9.5,-3.142857142857143
-11.0,-7.25
30.0,9.5
-11.0,3.75
-9.0,-4.0
-5.4,-3.1666666666666665
-6.25,-3.6666666666666665
0.0,-3.5
0.0,-2.0
-3.2,-1.5
-14.5,3.0
-6.75,-3.25
-7.0,7.0
-8.25,-5.0
-9.333333333333334,-1.5
-9.666666666666666,-5.125
2.6666666666666665,4.333333333333333
-15.25,-1.6
-5.0,3.0
-10.0,-2.8
-4.8,0.0
-7.4,7.333333333333333
-18.0,30.0
-5.0,-5.0
-8.5,0.0
8.333333333333334,0.0
30.0,0.0
-4.0,0.0
-9.0,0.0
30.0,0.0
0.0,0.0
0.0,1.8333333333333333
0.0,-4.5
0.0,8.666666666666666
0.0,-3.4
-14.8,1.4
-25.0,2.0
-7.0,-3.7142857142857144
-11.0,-5.333333333333333
-9.333333333333334,-5.0
-7.0,-3.4285714285714284
-9.666666666666666,-2.6666666666666665
-7.333333333333333,-2.3333333333333335
-7.0,-3.6666666666666665
-12.0,30.0
-14.0,-6.5
-14.5,0.0
0.75,0.0
-10.0,3.75
-24.0,-2.3333333333333335
-11.666666666666666,-7.0
0.0,6.666666666666667
-5.25,-1.5
-2.6,0.0
-4.6,8.333333333333334
-8.333333333333334,1.75
8.666666666666666,-3.0
3.3333333333333335,-1.7142857142857142
1.6,-0.5714285714285714
-2.3333333333333335,-3.0
2.75,-3.0
-5.625,2.2
-14.75,-5.5
-17.666666666666668,0.0
-13.0,0.0
-5.0,0.0
-3.8333333333333335,0.0
0.0,-2.4
0.0,-0.16666666666666666
0.0,9.25
-30.0,-4.875
-15.285714285714286,-0.5
-13.833333333333334,0.0
-7.0,8.2
-4.75,1.2857142857142858
-10.142857142857142,-2.5
-1.0,3.0
-12.333333333333334,8.666666666666666
5.75,-3.5
-5.666666666666667,-1.0
-5.75,-5.0
-11.0,5.6
-7.4,-4.4
-17.0,-5.5
11.333333333333334,2.5
-10.5,-3.5
-9.2,2.0
-13.0,3.5
21.0,-2.0
-22.75,4.0
-6.0,7.0
-2.8333333333333335,-6.0
-0.25,1.3333333333333333
2.2,2.6666666666666665
6.833333333333333,10.0
7.75,-0.2857142857142857
14.333333333333334,10.0
-7.333333333333333,7.5
-8.0,0.0
-20.5,0.0
-0.3333333333333333,0.0
-11.5,0.0
17.0,0.0
0.0,-3.8
0.0,-1.8333333333333333
0.0,-6.5
-24.0,-5.714285714285714
-6.0,-2.8333333333333335
12.333333333333334,0.0
-17.571428571428573,-3.6
-11.0,2.375
1.0,7.833333333333333
-8.333333333333334,2.0
-20.5,6.5
-3.75,-3.5
4.428571428571429,10.5
3.25,6.666666666666667
-8.0,12.75
8.25,5.8
-0.5,-4.5
19.0,23.0
-2.3333333333333335,0.75
-8.2,12.666666666666666
6.0,6.555555555555555
10.5,-3.6666666666666665
4.0,-0.5
-3.8,4.25
15.6,13.0
6.666666666666667,2.4444444444444446
8.5,-5.166666666666667
-0.2,3.5
1.0,18.333333333333332
-2.3333333333333335,-3.5
-4.666666666666667,16.0
17.0,0.0
-9.75,0.0
3.1666666666666665,0.0
19.0,0.0
27.0,0.0
0.0,-5.1
0.0,1.3333333333333333
