dep_delay,arr_delay
-0.745049218297626,-4.6847133757961785
-0.8000758265089476,-3.7282377919320595
-1.0189312724174246,-4.238853503184713
-1.4855629854496752,-5.112048832271762
-0.6646236925203768,-7.66198058841371
-0.3435577182486137,-6.615994497363923
-0.058785474991992125,-5.400751928401748
0.5388176858072825,-5.7114155660334
-0.27462379168733464,-5.940186222395012
0.4816579215089894,-6.343080169320162
2.592496063166258,-5.698475444415118
1.5357217086562345,-5.920166619727092
1.4524607113012442,-6.649359133435566
0.9103641759457698,-6.146819254701421
3.547827284753767,-4.643845717495706
3.160048850653946,-4.857648474072653
3.167946326376359,-4.630483902383924
1.6146271884421919,-4.065905494010589
2.2908668207235086,-3.872965690936698
3.2289356728517786,-3.3577711929360174
3.778327709247879,-3.3920577777031795
4.122705469757484,-3.6387233728211528
4.095888147477053,-2.890382011778
3.19246148563307,-0.3897176613945412
3.907726150066656,-1.93291186541189
4.263615691506921,-2.557333405947119
5.004119545838936,-1.636300528485163
3.9349367697228983,-1.1587367840884517
3.159990970715247,-1.6159505301424708
2.8332120109190173,-1.5992922125754503
2.0618548209677545,-1.6934986741871847
2.0294732876016384,-2.4148798700987495
1.0018577494692145,-1.7756121466455512
3.1459660297239913,-3.358156212252147
1.4580679405520172,-3.349370146431776
2.677813163481953,-3.8379366054647504
-0.3194515902982358,-4.717252396166134
-0.23450479233226826,-3.623535676251331
-0.6949717205806266,-3.6874334398296056
-1.4782964811131125,-5.652768903088392
-0.6394948501977256,-6.325399361022365
0.2923774261821622,-7.623808579599313
-0.3354074605340143,-5.66890063751321
0.9647261463004955,-6.662184948526801
-0.08482164656324591,-5.555096128052264
0.45023398681545646,-6.3291376644305455
1.7370395401545562,-5.121291244922423
1.4859265464526223,-5.695233937976571
0.6599099680928726,-6.783940748637235
0.19423816722290194,-6.146741020782554
1.7459138005910224,-5.182579630342085
2.3753099669233855,-5.531310890454685
1.8610590562649076,-6.422158441844344
0.9978442502959353,-6.960555791386462
1.8378498586965044,-5.849585158481141
2.1915283800348195,-5.752138858906689
2.5526069674433574,-5.7817314024835245
1.9876068556277764,-6.013589421186677
2.334401859805053,-5.5249273889050246
1.990888150941836,-3.998116786948774
3.4422013987083737,-4.845782515964412
3.2046795571195403,-5.414581386893921
2.5141457898769257,-5.395223869900673
3.0754495553432046,-4.385797263605773
1.854034157670397,-4.910441926365551
2.328289974136619,-4.360948882583493
1.6367180658039129,-4.508245415109112
1.33033808833271,-4.782987793462111
0.7718317358892438,-4.742156224817528
1.6405750798722045,-5.423459557812608
-0.027156549520766772,-5.222230252410682
0.7834423901024707,-5.446982683043043
-0.7534754205680724,-3.7060702875399363
-1.2260915867944622,-2.8136315228966984
-1.1610127171777105,-3.9177316293929714
-0.744379419326822,-6.211075612353567
-0.9206824414492146,-7.36884984025559
-0.8008494467425811,-7.569459906440738
0.3613398105949585,-6.529240302546542
0.35871003286569386,-6.805307064252752
-0.0862682970450195,-6.982513717115932
1.0379347023497807,-7.3411031458219105
2.2085755210355846,-6.859769272148703
1.6336594816480816,-7.246509516960388
0.7231785330938244,-7.226460825398995
0.6267380870782758,-6.512123676820162
2.2210518340456677,-5.373047738293626
2.3983376137529495,-4.892006619163677
2.763656093221383,-5.087689742278605
1.586884896934863,-5.498239327232937
2.407269868931211,-3.560537241420481
3.340196996273127,-3.835253795035497
3.284758596528689,-3.783241540651974
3.320801905353436,-4.572169296398394
3.94040416596661,-3.710979294611465
4.054886069686575,-1.6351500049476786
4.768845822093642,-2.1782391522733264
4.458964910353246,-2.1098440517171166
4.001290020908374,-2.212693297063321
4.220644194692817,-1.3632756413517158
3.3440295838717153,-1.35072281510043
3.539837212840408,-0.7133160466736961
3.393891773629413,-1.0769448972213618
2.790958135114484,-1.8855817990041224
1.5774760383386581,-1.7113585570576555
1.3642172523961662,-2.3394195940658715
1.6645367412140575,-2.544776365030425
1.4584401747208149,-2.7336577399587525
-0.4119071822745944,-5.6501597444089455
-0.1688422333789746,-3.405750798722045
-0.9269873540757688,-4.629126730564431
-0.9767154886740644,-6.578541001064962
-0.5628184293519757,-6.822444089456869
0.007378622077456948,-6.758334663728387
1.117914304287861,-4.951440695683839
0.6648045856825784,-5.598287761227058
-0.23414633907120747,-5.547742935988977
1.3202738307652797,-5.685791730933869
